nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc
VALDELASFUENTES (APD),"19002","011040010",P,EX,"280066",,"28100",AD,444611.4627,4488727.8272,1,28
SAGUNT MERCADERIES,"65212","036000060",O,EX,"462205",,"46500",AD,734223.4914,4394170.5749,1,46
UNIVERSIDAD PONTIFICIA DE COMILLAS (A,"19001","011040010",P,EX,"280796",,"28049",AD,442113.2453,4489470.8026,1,28
VICIEN,"74101","02999FS08",F,FS,"222489",,"22190",AD,711403.3456,4659025.0272,1,22
VALDEMORO-A. V.,"03201","130400057",E,EX,"281610",,"28341",AV,439936.2527,4444405.005,4,28
SANTA CRUZ DE LA ZARZA-A. V.,"03204","130400060",E,EX,"451565",,"45370",AV,486213.0655,4424876.1173,4,45
CUENCA - FERNANDO ZOBEL,"03208","130400070",E,EX,"160783","Avda. Cerro de la Estrella, s/n","16193",AV,573256.1486,4431770.6338,4,16
"ALBACETE-AGUJA KM. 279,4",A6060,"033000175",B,EX,"020030",,"02008",AD,600285.6109,4316775.1004,4,2
SANTA EUGENIA (APD),"70109","029300030",P,EX,"280796",,"28031",AD,448313.9387,4470882.9839,1,28
VILLAFRANCA DEL PENEDES-A. V.,"04107","120500210",E,EX,"83054",,"08720",AV,894458.0476,4589294.7439,58,8
GELIDA-A.V.,"04108","120500210",E,EX,"080919",,"08790",AV,903809.4402,4599190.816,1,8
TRES CANTOS-A.V.,"08000","110800020",E,EX,"289036",,"28770",AV,438663.2663,4497357.175,1,28
SOTO DEL REAL-A.V.,"08001","110800020",E,EX,"280856",,"28792",AV,435924.1384,4512775.0449,1,28
GARCILLAN,"08005","110800040",E,EX,"400946",,"40120",AV,392706.6002,4538695.2756,1,40
NAVA DE LA ASUNCION-A.V.,"08006","110800040",E,EX,"401386",,"40450",AV,379270.7019,4553674.2459,1,40
OLMEDO-A.V.,"08007","110800050",E,EX,"470029",,"47418",AV,359902.7409,4569902.5516,1,47
HORNILLOS,"08008","110800060",E,EX,"471049",,"47410",AV,352772.8072,4579448.3556,1,47
PEGUERILLAS (APD),"42021","045120060",Y,FS,"210412",,"21005",AD,150180.9234,4138678.003,1,21
S. ANDREU DE LLAVANERES (APD),"79501","022760130",P,EX,"081976",,"08392",AD,958593.0483,4615049.5627,1,8
CALDES DESTRAC (APD),"79502","022760130",P,EX,"080327",,"08393",AD,960813.0513,4616636.6728,1,8
CANET DE MAR,"79601","022760120",T,EX,"080403",,"08360",AD,965300.0601,4618955.3768,1,8
SANT POL DE MAR,"79602","022760120",T,EX,"082359",,"08395",AD,968799.743,4620863.1371,1,8
PINEDA DE MAR,"79604","022760110",T,EX,"081635",,"08397",AD,974399.9193,4623537.7214,1,8
MALGRAT DE MAR,"79605","022760110",E,EX,"081108",,"08380",AD,978250.7692,4625951.2274,1,8
LAKUNTZA (APD),"80004","017100030",Y,FS,"311385",,"31830",AD,579496.8245,4753203.1,1,31
PLANOLES,"77304","022220080",T,EX,"172018",,"17536",AD,920324.1643,4697289.1797,1,17
RIBES DE FRESER,"77303","022220070",T,EX,"171450",,"17534",AD,925837.6713,4695875.5497,1,17
TUI,"22401","068140020",E,EX,"360558",,"36700",AD,32994.1069,4671489.9157,1,36
VALENCA DO MINHO,"22402","068140035",E,EX,,,,OT,33047.9726,4667938.2048,1,36
TORO,"31006","068200005",A,EX,"470856",,"49800",AD,301109.5824,4598319.3708,1,49
PUEBLA DE SANABRIA,"31200","068220020",A,EX,"491661",,"49300",AD,199843.3054,4661210.2219,1,49
LAZA-CERDEDELO,"31208","068220040",A,EX,"320394",,"32620",AD,135748.0381,4668935.0688,1,32
TABOADELA,"31214","068220056",A,EX,"320795",,"32690",AD,101464.4241,4690564.5215,1,32
OURENSE-SAN FRANCISCO (APD),"31215","068220060",P,EX,"320548",,"32005",AD,99490.1148,4698171.3737,1,32
O IRIXO,"31306","068220083",T,EX,"320356",,"32530",AD,80621.625,4720118.899,1,32
VEDRA-RIVADULLA,"31312","068220100",T,EX,"360242",,"15880",AD,55909.0202,4750320.5984,1,15
SANTIAGO DE COMPOSTELA,"31400","068240053",E,EX,"150780","Horreo, 75 A","15702",AV,47060.9261,4761401.1555,1,15
BIF. ARAGO,B7181,"022000570",B,EX,"080193",,"08013",AD,932607.4117,4596018.7401,2,8
BIF. CLOT,B7182,"022000580",F,FS,"080193",,"08018",AD,933708.2455,4596006.1001,2,8
ALMANSA,"60800","033000195",E,EX,"020096",,"02640",AD,664362.5658,4303810.2943,1,2
"LA ENCINA AGUJA KM. 2,963",B6091,"033000210",B,EX,"031409",,"03400",AD,680161.1236,4292093.6865,1,3
LA FONT DE LA FIGUERA,"64001","033000222",F,FS,"461705",,"46640",AD,686711.2532,4300140.868,1,46
MOIXENT,"64003","033400030",T,EX,"461705",,"46640",AD,694854.4868,4305593.3321,1,46
TARANCON,"66006","033100020",A,EX,"162033",,"16400",AD,499166.798,4428477.7717,1,16
HUETE,"66011","033100030",F,FS,"161126",,"16500",AD,527105.6246,4444094.4545,1,16
CUENCA,"66100","033100040",F,FS,"160783",,"16004",AD,573636.691,4435585.2084,1,16
CAMPORROBLES,"66112","033100060",F,FS,"460804",,"46330",AD,637042.9229,4389555.3013,1,46
CARBONERAS DE GUADAZAON,"66104","033100050",F,FS,"160552",,"16350",AD,601995.6914,4417359.3061,1,16
BUÑOL,"66206","033100080",A,EX,"460771",,"46360",AD,690445.0749,4366509.5491,1,46
NOAIN,"80103","017100040",E,EX,"310885",,"31110",AD,611616.8989,4734488.4452,1,31
TAFALLA,"80108","017100060",E,EX,"312270",,"31300",AD,609122.8544,4709004.5903,1,31
BIFURCACION LA CASILLA,B1320,"017200020",B,EX,"480209",,"48013",AD,503943.8407,4790085.2957,1,48
OLABEAGA,"13303","017200030",E,EX,"480209",,"48013",AD,503660.0365,4790142.5403,1,48
HUESA,"56008","044100020",T,EX,"230177",,"23550",AD,483516.0113,4174443.099,1,23
CABRA DEL SANTO CRISTO Y ALICUN,"56009","044100020",T,EX,"230177",,"23550",AD,476843.2605,4167761.5249,1,23
ALAMEDILLA Y GUADAHORTUNA,"56011","044100030",T,EX,"180021",,"18520",AD,473253.5737,4159298.9121,1,18
PEDRO MARTINEZ,"56012","044100030",A,EX,"180883",,"18560",AD,471659.9683,4151346.9475,1,18
HUELAGO-DARRO Y DIEZMA,"56101","044100050",T,EX,"180969",,"18540",AD,477809.8956,4139873.0087,1,18
GERGAL,"56305","044100090",T,EX,"040502",,"04550",AD,536294.1522,4107025.6819,1,4
ALMOHAJA,"67111","02999FS31",T,FS,"440184",,"44369",AD,631307.799,4495961.5146,1,44
MASAMAGRELL,"67401","036000040",Y,FS,"461640",,"46130",AD,729097.6261,4383479.8775,1,46
ALBORAYA,"67402","036000040",Y,FS,"460137",,"46120",AD,728144.5519,4375542.3699,1,46
CUTAMILLA,"70301","022000130",Y,FS,"192574",,"19250",AD,524036.0303,4539777.0231,1,19
KM. 175.0 (JUBERA),"70402","022000150",K,FS,"420256",,"42250",AD,555317.3707,4560772.282,1,42
VELILLA DE EBRO,"71107","022100040",Y,FS,"502783",,"50760",AD,713516.8993,4582145.5118,1,50
VILLARRUBIA DE SANTIAGO-A. V.,"03203","130400060",E,EX,"451954",,"45360",AV,467684.8866,4422651.0428,4,45
POZORRUBIELOS,"03300","130420010",E,EX,"169089",,"16212",AV,587242.4837,4370994.1488,4,16
LA GINETA-A. V.,"03302","130420020",E,EX,"020352",,"02110",AV,591173.3371,4327553.6434,4,2
CASTELLBISBAL-AGUJAS RUBI,A7220,"022400075",B,EX,"080543",,"08755",AD,916206.9845,4601072.6745,5,8
"P.K.643,0 ( MONTMELO-AG.KM.127,4 )","79013","120500255",K,EX,"081350",,"08160",AV,936893.8588,4612735.8187,5,8
"P.K.644,6 ( MONTMELO-AG.KM.129 )","79012","120500255",K,EX,"081350",,"08160",AV,938375.0667,4613503.0765,5,8
JARAVIA (APD),"07003","033220040",P,EX,"040754",,"04648",AD,615691.1768,4139208.7043,1,4
PORT AVENTURA,"65411","026300010",T,EX,"439057",,"43840",AD,848259.4238,4556866.4953,1,43
"AGUJA CLASIF. KM. 272,0.",A6541,"026300010",B,EX,"431482",,"43006",AD,853644.5713,4559290.5954,1,43
MEDINACELI-A.V.,"04015","120500040",E,EX,"420256",,"42250",AV,554625.0264,4552303.9379,1,42
LOS COTOS,"12023","011160020",T,EX,"401811",,"40100",AD,418663.2529,4519474.6558,1,40
PUERTO DE NAVACERRADA,"12020","011160010",T,EX,"280936",,"28491",AD,415223.762,4515314.3446,1,28
FRESNO EL VIEJO (APD),"32003","011200005",P,EX,"470650",,"47480",AD,320707.5347,4562205.2289,1,47
BURGOS-HUELGAS,"11013","011000240",Y,FS,"090597",,"09001",AD,439924.7907,4687460.7524,1,9
RIELVES,"35104","055000100",Y,FS,"451474",,"45524",AD,397172.1301,4424572.7684,1,45
SANTA OLALLA-CARMENA,"35106","055000110",Y,FS,"450361",,"45531",AD,378626.6808,4424608.2608,1,45
SARRIA,"20305","068000130",A,EX,"270575",,"27600",AD,138536.7401,4746314.765,1,27
PINOS PUENTE,"05004","044640010",T,EX,"181588",,"18240",AD,432947.5273,4122573.1558,1,18
TOCON-MONTEFRIO,"05009","044640010",T,EX,"181020",,"18260",AD,414564.0898,4121154.2238,1,18
VILLANUEVA-MESIA,"05010","140360070",Y,FS,"181882",,"18369",AD,409892.757,4119577.4572,1,18
HUETOR-TAJAR,"05011","140360070",Y,FS,"181008",,"18360",AD,405997.7348,4118025.6644,1,18
LOJA,"05012","140360060",E,EX,"181226",,"18300",AV,399244.6106,4114895.8075,1,18
ARCHIDONA,"05016","044660020",T,EX,"290173",,"29300",AD,373329.2637,4110695.4341,1,29
CAMBIADOR MAJARABIQUE,"37805","140160010",C,EX,"410819",,"41309",AV,238111.2701,4149300.0029,1,41
BIF. LA NEGRILLA,B5109,"044500010",B,EX,"410917",,"41020",AD,239333.1766,4145205.5529,1,41
LA NEGRILLA,"51005","044440020",E,EX,"410917",,"41006",AD,240062.4749,4140906.7363,1,41
"LA SALUD-AGUJA KM. 10,2",A5101,"044440030",B,EX,"410917",,"41014",AD,237837.8764,4136727.5083,1,41
CARTUJA,"51050","044460010",T,EX,"410917",,"41092",AD,233578.5076,4144327.9917,1,41
PUERTO DE SEVILLA (CGD),"51107","044520003",G,EX,"410917",,"41012",OT,235079.0987,4139265.0102,1,41
ZAFRA,"40100","045160010",E,EX,"061588",,"06300",AD,202660.2967,4257230.6522,1,6
FREGENAL DE LA SIERRA,"42005","045120010",A,EX,"060508",,"06340",AD,181288.5405,4230677.6507,1,6
POZALDEZ,"10501","011000140",T,EX,"471245",,"47220",AD,346469.9112,4581201.1403,1,47
MATAPOZUELOS (APD),"10502","011000140",P,EX,"470822",,"47230",AD,349466.3581,4587159.7065,1,47
CACERES,"35400","150260030",E,EX,"100377","Avda. Juan Pablo II,s/n","10005",AV,208707.5706,4373426.6246,1,10
VALENCIA DE ALCANTARA,"35406","055020006",E,EX,"102034",,"10500",AD,135803.3484,4372699.2484,1,10
PARLA,"37012","059200065",E,EX,"281065",,"28981",AD,434554.0997,4454772.1914,1,28
SAN VICENTE DE RASPEIG,"60910","033300025",T,EX,"031225",,"03690",AD,715286.8696,4252839.7298,1,3
KM. 11.2,"15002","061300030",K,FS,"342374",,"34192",AD,365446.3519,4660621.4153,1,34
ALGUAZAS-MOLINA,"61017","033200040",T,EX,"300079",,"30560",AD,653959.5763,4212993.5316,1,30
CARTAGENA-PUERTO,"61308","030003202",F,FS,"300161",,"30202",AD,678949.5704,4163048.8124,1,30
GRAO DE VALENCIA,"65009","030006001",F,FS,"462508",,"46024",AD,729511.8513,4371037.982,2,46
EL SORBITO,"01001","044220010",T,EX,"410042",,"41500",AD,259797.8883,4121305.4528,1,41
ARAHAL,"01003","044220020",T,EX,"410114",,"41600",AD,274032.7617,4127662.3374,1,41
OSUNA,"01007","044220030",E,EX,"410687",,"41640",AD,312395.3933,4122903.2758,1,41
FUENTE DE PIEDRA,"54301","044220050",A,EX,"290555",,"29520",AD,345631.4784,4111296.7057,1,29
LOJA-SAN FRANCISCO (APD),"05013","044260015",F,FS,"181226",,"18300",AD,397950.6668,4114900.8253,1,18
SALINAS-VILLANUEVA DE TAPIA,"05015","044660010",T,EX,"290173",,"29314",AD,384735.1515,4109304.3606,1,18
ANTEQUERA,"05019","044660020",A,EX,"290154",,"29200",AD,361161.608,4099136.1479,1,29
CAMBIADOR ANTEQUERA,"02020","140320010",C,EX,"290154",,"29200",AV,347048.0084,4103635.4854,1,29
CORDOBA-MERCANCIAS,"50512","044320010",E,EX,"140214",,"14005",AD,339787.6536,4193618.4995,1,14
"AGUJA KM. 1,337",A5050,"044300020",B,EX,"140214",,"14005",AD,338526.8298,4193147.4904,1,14
VALCHILLON,"54100","044300030",T,EX,"140214",,"14013",AD,338742.8571,4189256.6767,1,14
PUENTE GENIL,"54201","044300055",E,EX,"140569",,"14500",AD,344832.3297,4140246.6296,1,14
ARANDA DE DUERO-CHELVA(CGD.),"85200","011260010",F,FS,"090183",,"09400",AD,442753.5346,4611699.565,1,9
CAMBIADOR IRUN,"11604","011060010",F,FS,"200454",,"20301",AD,598196.3956,4800274.9047,1,20
BIF. LINEA MADRID-HENDAYA,B1051,"011080010",B,EX,"471868",,"47007",AD,355637.7161,4611095.068,1,47
LA CARRERA (CGD),"85214","011080010",G,EX,"471868",,"47008",AD,356562.9162,4606581.7604,1,47
CERCEDILLA,"12006","011100010",T,EX,"280382",,"28470",AD,409952.5411,4510163.2459,1,28
TABLADA,"12007","011100020",T,EX,"280685",,"28440",AD,404932.6374,4506690.5042,1,28
SEGOVIA,"12100","011100030",E,EX,"401945","Obispo Quesada, 1","40006",AD,406258.6883,4532052.2062,1,40
LOS REMEDIOS,"54409","044300120",Y,FS,"290385",,"29570",AD,358754.542,4065181.8185,1,29
CALAFELL (APD),"71601","022000480",P,EX,"430379",,"43820",AD,883717.3419,4569904.4428,1,43
CUBELLES (APD),"71604","022000490",P,EX,"080749",,"08880",AD,892099.371,4571984.4261,1,8
VALLCARCA,"71702","022000510",Y,FS,"082704",,"08872",AD,907405.9411,4576868.9129,1,8
GARRAF,"71703","022000510",A,EX,"082704",,"08871",AD,910788.2363,4578609.9372,1,8
PLATJA DE CASTELLDEFELS (APD),"71704","022000510",P,EX,"080569",,"08860",AD,915283.4433,4580257.3655,1,8
ARETA (APD),"13107","017000150",P,EX,"010360",,"01400",AD,504602.542,4776930.1836,1,1
ARRIGORRIAGA,"13111","017000160",E,EX,"480118",,"48480",AD,509053.0936,4784149.1465,1,48
GARINOAIN,"80106","017100050",A,EX,"311141",,"31395",AD,610741.4155,4717156.6805,1,31
BARAJAS-HANGARES (APD),"98303","020002001",F,FS,"280796",,"28042",AD,451052.7403,4480962.6292,1,28
LUGO MERCANCIAS,"20323","068000150",A,EX,"270288",,"27003",AD,128904.8638,4776184.4289,1,27
VALDESTILLAS,"10503","011000140",T,EX,"471821",,"47240",AD,351997.8398,4594528.1194,1,47
KM 250,B0801,"011000165",K,EX,"471868",,"47005",AD,357515.6315,4612351.4463,1,47
CUBILLAS DE SANTA MARTA (APD),"10604","011000190",P,EX,"470571",,"47290",AD,368788.2117,4629778.3506,1,47
VALENCIA-JOAQUIN SOROLLA,"03216","130400130",E,EX,"462508","San Vicente Martir, 171","46007",AV,725211.8215,4371080.1959,4,46
PANCORBO,"11111","011000280",T,EX,"092518",,"09280",AD,490734.683,4719763.3986,1,9
BUJEDO,"11112","011000290",G,EX,"090578",,"09293",AD,498890.8356,4721846.4613,1,9
BIF. RIOJA,B1110,"011000300",B,EX,"092194",,"09200",AD,502970.488,4725757.8448,1,9
MIRANDA DE EBRO,"11200","011000310",E,EX,"092194","Plaza de la estación, s/n","09200",AD,504824.0513,4726476.1653,1,9
JUNDIZ,"11221","011000320",A,EX,"010590",,"01015",AD,520760.2721,4744330.1341,1,1
VITORIA-GASTEIZ,"11208","011000330",E,EX,"010590","Eduardo Dato, 46","01005",AD,526750.8244,4743262.7529,1,1
BIF. A VILANOVETA,B7511,"020002060",B,EX,"251207",,"25191",AD,804174.2343,4614166.2845,1,25
PLA DE VILANOVETA,"78401","022200012",Y,FS,"251207",,"25191",AD,804737.8386,4613673.9515,1,25
BIF. HORTALEZA,B9800,"029020020",F,FS,"280796",,"28050",AD,443462.7289,4481896.6659,6,28
BIF. VICALVARO-MERCANCIAS,B9811,"022000040",B,EX,"280796",,"28022",AD,452231.6494,4476529.5456,1,28
SAN FERNANDO DE HENARES,"70101","029300050",E,EX,"280493",,"28823",AD,454711.2811,4477027.2292,1,28
CALATAYUD,"70600","120500060",E,EX,"500671","Plaza de la estación, s/n","50300",AV,613894.7419,4578136.4337,1,50
RICLA-LA ALMUNIA,"70700","022000200",E,EX,"502259",,"50270",AD,633305.03,4595658.2174,1,50
TARDIENTA,"78200","022000340",E,EX,"222261",,"22240",AD,703952.3821,4650016.793,1,22
GUADALAJARA,"70200","022000110",E,EX,"191305",,"19004",AD,484596.2776,4499269.2124,1,19
BAIDES,"70300","022000120",T,EX,"190479",,"19295",AD,518002.7248,4539322.9328,1,19
SIGÜENZA,"70302","022000130",E,EX,"192574",,"19250",AD,529702.4791,4546733.0764,1,19
TORRALBA,"70400","022000140",T,EX,"421139",,"42240",AD,542551.2038,4554014.2152,1,42
ARCOS DE JALON,"70403","022000150",E,EX,"420256",,"42250",AD,560549.6225,4562946.4519,1,42
SANTA MARIA DE HUERTA,"70404","022000160",A,EX,"421675",,"42260",AD,568855.3928,4568379.8734,1,42
ARIZA,"70500","022000170",A,EX,"500346",,"50220",AD,578722.4613,4573555.2833,1,50
CASTELLDEFELS,"71705","022000510",E,EX,"080569",,"08860",AD,917061.2675,4581688.6537,1,8
FUENTES DE OÑORO,"33016","011200090",E,EX,"371400",,"37480",AD,176367.3345,4501225.9488,1,37
SAN PEDRO DEL ARROYO,"34005","011220010",T,EX,"052200",,"05350",AD,342136.3384,4518663.3172,1,5
BIF. MAGAZ,B1400,"061300010",F,FS,"341202",,"34004",AD,374705.099,4649598.0315,1,34
VILLAFRIA,"11102","011660010",T,EX,"090597",,"09007",AD,448779.2054,4690128.6644,1,9
CAMBIADOR MADRID-CHAMARTIN,"08011","110720010",F,FS,"280796",,"28036",AD,442460.6922,4481168.2111,1,28
CAMBIADOR MEDINA DEL CAMPO,"08200","110740010",F,FS,"470856",,"47400",AV,340712.9345,4574403.0624,1,47
CAMBIADOR VALDESTILLAS,"08012","110760010",C,EX,"471821",,"47240",AV,351349.2742,4593954.3351,1,47
CAMBIADOR VALLADOLID C. GRANDE,"08010","110780010",F,FS,"471868",,"47004",AV,357026.7194,4611844.515,1,47
CASETAS,"70800","022000230",E,EX,"502973",,"50011",AD,664671.4392,4620875.6601,1,50
"ESPELUY-AGUJA KM. 150,5",A0300,"044020010",B,EX,"230618",,"23620",AD,428701.0348,4205657.0303,1,23
MENGIBAR-ARTICHUELA (APD-CGD),"03001","044020020",D,EX,"230618",,"23620",AD,429570.6366,4203662.6816,1,23
UNIVERSIDAD DE CADIZ (APD),"51416","044060010",P,EX,"110282",,"11510",AD,212933.1601,4047433.6967,1,11
CAMBIADOR ALCOLEA,"37706","140220010",C,EX,"140214",,"14014",AV,351291.592,4198804.2017,1,14
LOS PROPIOS Y CAZORLA,"56005","044100010",T,EX,"230927",,"23400",AD,475159.6868,4193875.7964,1,23
MOREDA,"56100","044100030",T,EX,"189094",,"18540",AD,472526.6822,4142746.9735,1,18
BIF. GRANADA,B5601,"044100040",B,EX,"189094",,"18540",AD,472852.8254,4141943.1038,1,18
GUADIX,"56200","044100050",A,EX,"180896",,"18500",AD,488734.3781,4130029.5955,1,18
CADIZ CONTENEDORES,"51412","044000350",Y,FS,"110125",,"11004",AD,205524.6569,4048545.6118,1,11
ALAMEDA,"11012","011000230",Y,FS,"094398",,"09196",AD,435696.8676,4688750.6272,1,9
EL FRESNAL,"37605","045200157",T,EX,"60153",,"06008",AD,170570.9193,4316297.4979,1,6
MONTIJO-EL MOLINO (APD),"37608","045200148",P,EX,"60883",,"06480",AD,186264.8525,4313458.0554,1,6
GEVORA,"37609","045200160",A,EX,"60153",,"06007",AD,159589.962,4315255.2271,1,6
DAIMIEL,"94002","045220010",T,EX,"130394",,"13250",AD,447737.3515,4323774.3904,1,13
EL PORVENIR ( APD ),"00004","045280010",Y,FS,"140522",,"14200",AD,299932.1366,4241648.4475,1,14
BELMEZ,"00006","045280020",Y,FS,"140095",,"14240",AD,306780.1978,4237317.8775,1,14
ESPIEL,"00008","045280030",Y,FS,"140266",,"14220",AD,320712.4411,4227389.5754,1,14
EL VACAR - VILLAHARTA,"00013","045280040",A,EX,"140266",,"14220",AD,337472.2717,4215960.0828,1,14
OBEJO,"00014","045280040",A,EX,"140478",,"14310",AD,342936.271,4210190.8811,1,14
CERRO MURIANO,"00015","045280040",E,EX,"140214",,"14029",AD,344645.4813,4207518.1625,1,14
MATANEGRA,"40102","045160020",Y,FS,"060205",,"06250",AD,215707.0682,4251693.7958,1,6
CERRO SALTADOR,"56315","040004101",F,FS,"040813",,"04420",AD,541789.7442,4095330.9809,1,4
ESPINARDO (CGD),"63001","030003201",F,FS,"300308",,"30008",AD,664087.9369,4206691.3799,1,30
KM. 87.9 (EL HENARES),"70206","022000120",K,FS,"191930",,"19229",AD,491253.8574,4527164.3103,1,19
MORERUELA DE LOS INFANZONES,"30202","06999FS60",F,FS,"491321",,"49731",AD,272952.4683,4612567.281,1,49
CUBILLOS,"30201","06999FS60",F,FS,"490564",,"49730",AD,271782.0263,4605855.1545,1,49
MANGANESES,"30204","06999FS60",F,FS,"491086",,"49130",AD,273891.2106,4625880.4615,1,49
BENAVENTE,"30209","06999FS60",F,FS,"490219",,"49600",AD,277703.5073,4653400.7775,1,49
TOSES (APD),"77305","022220090",P,EX,"172018",,"17536",AD,913312.4884,4697600.717,1,17
SARIÑENA,"78203","022000350",T,EX,"222132",,"22200",AD,734866.2426,4633332.9341,1,22
SELGUA,"78300","022000360",A,EX,"221587",,"22400",AD,761143.1931,4644146.1376,1,22
MONZON-RIO CINCA,"78301","022000370",A,EX,"221587",,"22400",AD,765129.8356,4645140.4644,1,22
ALMACELLES,"78304","022000390",T,EX,"250194",,"25100",AD,786517.7529,4625569.876,1,25
BELLVITGE-GORNAL,"71708","022000525",E,EX,"81017",,"08907",AD,927981.5227,4590544.9161,1,8
BENAHADUX-PECHINA,"56309","044100100",T,EX,"040242",,"04410",AD,548500.9873,4086416.0788,1,4
BURGOS,"11100","011000230",Y,FS,"090597",,"09001",AD,441694.3925,4687152.0864,1,9
LLANOS DE LA GRANJA (CGD),"41003","045140020",G,EX,"060704",,"06380",AD,174889.1672,4249613.972,1,6
CALAMONTE,"40002","045160010",A,EX,"060251",,"06810",AD,206561.6747,4309667.1617,1,6
ALMENDRALEJO,"40004","045160010",A,EX,"060114",,"06200",AD,204265.7769,4287270.254,1,6
VILLAFRANCA DE LOS BARROS,"40005","045160010",A,EX,"061494",,"06220",AD,207929.1933,4273777.4826,1,6
LOS SANTOS DE MAIMONA,"40006","045160010",A,EX,"061226",,"06230",AD,206628.1253,4261056.2514,1,6
BALNEARIO DE EL RAPOSO (APD),"40101","045160020",Y,FS,"061089",,"06310",AD,210006.2736,4253726.0554,1,6
GUAREÑA,"37410","045200120",T,EX,"060606",,"06470",AD,228637.0958,4309987.9637,1,6
RUBIELOS DE MORA (APD),"67207","026100090",P,EX,"440103",,"44477",AD,692537.152,4442483.0194,1,44
ALBENTOSA,"67225","026100090",Y,FS,"440103",,"44477",AD,693940.7008,4437156.6648,1,44
MASADAS BLANCAS,"67210","026100100",T,EX,"121401",,"12460",AD,701832.0273,4426517.3417,1,12
JERICA-VIVER,"67212","026100110",T,EX,"120712",,"12450",AD,707744.3551,4421147.8077,1,12
NAVAJAS,"67213","026100110",T,EX,"120810",,"12470",AD,713293.3449,4416791.0727,1,12
SEGORBE-ARRABAL (APD),"67214","026100110",P,EX,"121042",,"12400",AD,714389.5134,4414619.4458,1,12
SEGORBE-CIUDAD,"67215","026100110",T,EX,"121042",,"12400",AD,715397.0698,4413820.3098,1,12
SAN CRISTOBAL DE LOS A. (APD),"60107","033000060",P,EX,"280796",,"28021",AD,441917.4968,4465946.6166,1,28
EL CASAR (APD),"60109","033000070",P,EX,"280650",,"28903",AD,439692.1165,4463353.8151,1,28
GETAFE - INDUSTRIAL,"60102","033000070",E,EX,"280650",,"28906",AD,439851.6647,4461902.9615,1,28
VALDEMORO,"60104","033000080",E,EX,"281610",,"28343",AD,443401.9342,4449724.3619,1,28
CIEMPOZUELOS,"60105","033000080",E,EX,"280409",,"28350",AD,448039.5332,4445596.3137,1,28
SESEÑA (APD),"60106","033000080",Y,FS,"451611",,"45223",AD,446402.159,4438599.2571,1,45
VILLASEQUILLA,"60203","033000100",T,EX,"451973",,"45740",AD,437702.4997,4414634.5418,1,45
HUERTA DE VALDECARABANOS,"60204","033000100",T,EX,"450784",,"45750",AD,444131.8347,4407700.533,1,45
CAMPO DE CRIPTANA,"60402","033000140",A,EX,"130283",,"13610",AD,489866.6614,4360551.828,1,13
ZORROTZA,"13304","017200040",E,EX,"480209",,"48013",AD,502257.6843,4791655.2202,1,48
LUTXANA-BARAKALDO,"13305","017200050",E,EX,"480139",,"48903",AD,501993.4183,4792770.8002,1,48
DESERTU-BARAKALDO,"13400","017200060",E,EX,"480139",,"48901",AD,501307.4654,4794148.8153,1,48
MUSKIZ,"13506","017220010",E,EX,"480715",,"48550",AD,490886.7852,4796511.9057,1,48
BILBAO MERCANCIAS,"13408","017240010",A,EX,"480828",,"48980",AD,495088.6968,4798999.1074,1,48
FUENCARRAL-FUENTE GRANDE,"97101","029020012",T,EX,"280796",,"28034",AD,442397.361,4483405.6127,1,28
MADRID-ATOCHA CERCANIAS,"18000","033000010",E,EX,"280796",,"28014",AD,441529.7337,4473060.4385,1,28
LAS ROZAS (APD),"10005","019100050",P,EX,"281277",,"28231",AD,426431.6578,4482973.6193,1,28
VENTA LA INES,"37702","140100105",E,EX,"130150",,"13580",AV,375579.1583,4269867.1301,1,13
"KM. 17,5","40003","045160010",K,FS,"061330",,"06210",AD,207285.2189,4298838.9706,1,6
MONTMELO (APD),"79007","022700052",P,EX,"081350",,"08160",AD,937654.9854,4613165.5036,5,8
BELL-LLOC DURGELL,"78402","022200012",A,EX,"250485",,"25220",AD,815005.7211,4615792.1518,1,25
MOLLERUSSA,"78403","022200012",T,EX,"251370",,"25230",AD,824616.5082,4616237.3011,1,25
GOLMES (APD),"78404","022200012",P,EX,"250997",,"25241",AD,827420.5779,4616821.1857,1,25
CASTELLNOU DE SEANA (APD),"78405","022200012",P,EX,"250680",,"25265",AD,830490.8105,4617133.0343,1,25
BELLPUIG,"78406","022200012",P,EX,"250501",,"25250",AD,834282.4919,4616761.4894,1,25
ANGLESOLA (APD),"78407","022200012",P,EX,"250273",,"25320",AD,839708.2713,4618558.8417,1,25
TARREGA,"78408","022200012",T,EX,"252173",,"25300",AD,844678.3277,4619223.2577,1,25
SANT MARTI SESGUEIOLES (APD),"78502","022200040",P,EX,"081764",,"08282",AD,873312.8257,4626336.0031,1,8
CALAF,"78503","022200040",E,EX,"080312",,"08280",AD,875554.855,4629682.6929,1,8
SEGUERS-SANT PERE SALLAVINERA (APD),"78504","022200040",P,EX,"081897",,"08281",AD,880355.2315,4631927.1988,1,8
CASTELLBELL I EL VILAR-M.,"78605","022200060",E,EX,"080538",,"08296",AD,905615.221,4620007.7384,1,8
HORTALEZA,"98001","022000015",A,EX,"280796",,"28050",AD,444879.4129,4481562.8647,1,28
